test_text,true_label,A_pred,char_cosine_max,jaccard_max,bucket,nearest_train_text
Your WYNK Premium subscription is expiring. To enjoy ad-free music on WYNK for 28 days & 5GB till existing pack validity recharge with Rs98. i.airtel.in/RechargeNow,spam,unwanted,0.756,0.6562,novel_lt_0.9,Pack on 8089XXX424 will expire soon! To enjoy ad-free music on WYNK for 30 days & 5GB till existing pack validity recharge with Rs98. i.airtel.in/RechargeNow
"Don't miss! Recharge now your Jio 9019695140 with Rs.299 plan (1.5 GB/day, Voice Unlimited, 28 Days) on PhonePe. Get Flat Rs.100 Cashback for New User by downloading the app & paying via UPI. T&CA. ht",spam,unwanted,0.4903,0.4314,novel_lt_0.9,"Hurry! Recharge Jio no 9019695140 with Rs.299 plan (1.5 GB/day, Voice Unlimited, 28 Days) on Google Pay & get upto Rs.100 Rewards. T&CA. https://gpay.app.goo.gl/zyXNHg"
Friday of the year you're eagerly waiting for is finally here! PANTALOONS BLACK FRIDAY SALE is back from 24-27 NOV! Get your whishlist shopped with FLAT 25% OFF on our exclusive merchandise. Visit ur ,spam,unwanted,0.3443,0.2222,novel_lt_0.9,"Dear Greencard Member, Here's an offer exclusively for you: Shop for Rs2000 at Pantaloons & get a cashback of Rs500 Up To 60% OFF SALE- yet another reason to visit Pantaloons Click tltx.in/vhtfi for o"
""" Good morning, investors. It's the early trading session now, so let's first focus on the international news.""",ham,legit,0.7654,0.65,novel_lt_0.9,""" Good morning, investors. It's now the morning session, and let??????s first focus on international news."""
"Wednesday Bonus@JioMart,Bangalore!Onion Rs 29/Kg,Pear Indian Rs 89/Kg,Cabbage Rs 12/Pc,Also at SMART &SMART Point store bit.ly/3yk4kiC 4Aug,TC",spam,unwanted,0.5722,0.5312,novel_lt_0.9,"Wednesday Bonus@JioMart,Bangalore!Onion Rs 27/Kg,Apple Simla Rs 139/Kg,Cucumber Rs 19/Kg,Also at SMART &SMART Point store bit.ly/385FTKd 25Aug,TC"
"Good evening, students of Bajaj Finserv's official group.",ham,legit,0.789,0.4706,novel_lt_0.9,"Good evening, students in Bajaj Finserv's official group. I am Vijay bajaj, Bajaj Finserv's chief risk assessment expert."
I think I can understand something,ham,legit,0.3951,0.3333,novel_lt_0.9,Understanding MACD
Team please join the team meeting,ham,legit,0.6717,0.2857,novel_lt_0.9,Join to teams meeting
?????????????????????????????? ?????????????????????????????????????????? ?????????????????? ?????????????????? ?????????????????? ???????????? ?????????????????????????????? ???????????? ????????????,ham,unwanted,0.0567,0.2857,novel_lt_0.9,Fibonacci is a technical indicator????????
It feels like it might continue to rise,ham,legit,0.5427,0.4,novel_lt_0.9,I think it will continue to rise
Hello Your Unlimited pack MRP has expired . Now recharge from home with App Click http://bit.ly/GetMVA4,spam,unwanted,0.6611,0.6667,novel_lt_0.9,Hello Your Unlimited pack MRP is expiring on2021-08-06 00:00:00.Now recharge from home with App Click http://bit.ly/GetMVA4
Yes! What level of candlestick chart is typically used to determine future trends?,ham,legit,0.2584,0.1667,novel_lt_0.9,Determined ????????
Earlier it said account it blocked for pulse,ham,legit,0.5545,0.3333,novel_lt_0.9,It says account is blocked
Thanks kk,ham,legit,0.6923,0.3333,novel_lt_0.9,Ok thanks
I will be joining late by 2- 2,ham,legit,0.6288,0.4167,novel_lt_0.9,Hi team will be joining 15 min late
Pls assist me to,ham,legit,0.3702,0.3333,novel_lt_0.9,Got it thank you Assistant
Hi team,ham,legit,1.0,1.0,near_dup_ge_0.9,Hi Team
"This week's trading has successfully concluded. Due to various factors, the market has been in a downtrend, with the NIFTY index oscillating within a range. Today, it closed at 24,541 points, which ca",ham,legit,0.2385,0.2,novel_lt_0.9,"Group members, there are still 2 hours before the closing, and Nifty has successfully stabilized at 24,110 points. However, the index did not show the rapid ""sprint"" we expected. Although the number o"
Affected CI option should select UNKNOWN,ham,legit,0.2882,0.0909,novel_lt_0.9,But today us cpi will also affect chances are their the market may affect by it
3787 is the OTP to access Tipplr eQ/zPj8f0h3,spam,legit,0.1595,0.2143,novel_lt_0.9,Yes i have admin access
Everyone's enthusiasm for this discussion is really high,ham,legit,0.2929,0.2857,novel_lt_0.9,Will discuss
Cart on,ham,legit,0.1796,0.2,novel_lt_0.9,You have a SURPRISE OFFER waiting in your AJIO cart for the next few hours. Shop your faves before the stock runs out! HURRY https://bit.ly/3svsM0j
Who are on shift ?,ham,legit,0.9597,0.8,near_dup_ge_0.9,Who are on shift now ?
??????????????????,ham,legit,0.9995,0.0,near_dup_ge_0.9,????????????????????????
"Whoever wants to learn and part of this activity, please join war room",ham,legit,0.2666,0.15,novel_lt_0.9,We r starting the activity at 10
I don't think anyone will like war. I really hope to consider the people of their country and their families before starting a war.,ham,legit,0.2137,0.1944,novel_lt_0.9,"Many people don??????t understand the current market, especially when they see their accounts turn red, they have already lost confidence."
"FREE ENTERTAINMENT ALERT! Watch Deepika Padukone's Gehraiyaan on Prime Video Mobile Edition. Claim 30 days trial,1 time offer. TnC Click u.airtel.in/PVME",spam,unwanted,0.7264,0.7,novel_lt_0.9,"FREE ENTERTAINMENT ALERT! Watch No Time to Die on Prime Video Mobile Edition. Claim 30 days trial, One time offer. TnC Click u.airtel.in/PVME"
"WE @Max Fashion MISS YOU! Here's 10% OFF JUST FOR YOU to celebrate the festivities in style! Offer valid on ALL Max Products Code: 2GPYY2C Till: 8, Apr TnC",spam,unwanted,0.2555,0.2045,novel_lt_0.9,MAX Fashion celebrates 16th year with never before offer! Buy2 & Get1 FREE ON ALL PRODUCTS across entire store. NO CONDITIONS. ONLY 19-20th Nov bit.ly/3ULCCGy
"Update! Dear User, your application is pending. Click now http://m.BajFin.in/LvZEqKIg to complete & get Insta EMI Card. Bajaj Finance Ltd",spam,unwanted,0.8131,0.9167,novel_lt_0.9,"Update! Dear User, your application is pending. Click now http://m.BajFin.in/OZQQ9_uA to complete & get Insta EMI Card. Bajaj Finance Ltd"
"Although the Indian market was closed yesterday, the U.S. market performed strongly. Today, Asian markets have generally risen, which will have a positive impact on the Indian market.",ham,legit,0.3308,0.1852,novel_lt_0.9,The market closed flat all day today
Get ready for Sunday with a brunch look that has been inspired by actress Nia Sharma bit.ly/PS_Sun Click bit.ly/SSPS_AB to book a Personal Shopper appointment,spam,unwanted,0.6313,0.4286,novel_lt_0.9,Curate a Mehendi ceremony look with actress Nia Sharma. Watch now bit.ly/PS_Ind Click bit.ly/SSPS_AB to book a Personal Shopper appointment at Shoppers Stop
"If there is no leader to lead me, I think I will be confused now",ham,legit,0.2412,0.2353,novel_lt_0.9,I think it will continue to rise
Rejoining,ham,legit,0.4919,0.0,novel_lt_0.9,I will take a break and rejoin
Don't miss out on FREE 2GB Data! Download and register on Airtel Thanks App today. T&C Claim now : i.airtel.in/2gb_rc14,spam,unwanted,0.4809,0.4815,novel_lt_0.9,You don't want to miss FREE 2GB data! Enjoy FREE 2GB data on selected Prepaid recharges. T&C. Check here NOW i.airtel.in/2gb_rc3
Watch Election news LIVE in your mobile with Vi!Download Vi Movies and TV app and watch popular Malayalam news Channels FREE of cost. Click bit.ly/Vi-Newsm2,spam,unwanted,0.487,0.4242,novel_lt_0.9,"LIVE Election exit polls. Watch all latest news with ABP Ananda, News18 Bangla on Vi Movies & TV app! Click bit.ly/Vi-newsm2"
"Dear Customer, Your order will be delivered on 29 May 2021 between 12:00 pm to 04:00 pm. Please ensure the order is prepaid and keep a bag outside for a no contact & hassle free delivery. Thanks, Team",spam,unwanted,0.2661,0.1852,novel_lt_0.9,"Exclusive offer for Airtel prepaid customers like you! Gift an Airtel Prepaid SIM to your friends and family, and enjoy SIM delivery at no extra cost. To order, click i.airtel.in/prepaid50"
Team inspite of multiple reminders this attendance is pathetic,ham,legit,0.2359,0.2,novel_lt_0.9,Kindly can someone help me on this how to fix this i tried rebooting multiple times
ESP night shift guys,ham,legit,0.353,0.1429,novel_lt_0.9,Who are on shift now ?
Wish you A Happy New Year all. Have a peaceful year ahead????,ham,legit,0.4895,0.4,novel_lt_0.9,Happy New year all
Ok,ham,legit,0.5938,0.5,novel_lt_0.9,Ok good
Thank you,ham,legit,0.8199,0.6667,novel_lt_0.9,Thank you KK
I will join in 2-3 mins,ham,legit,0.7613,0.625,novel_lt_0.9,Will loin in 2-3 mins
I gained a lot of knowledge while studying with professors and groups ???????? ???????? ????????,ham,legit,0.6304,0.2188,novel_lt_0.9,????????????????
I have to restart my laptoo,ham,legit,0.5699,0.3,novel_lt_0.9,Restarting my laptop
Hello Your Unlimited pack MRP is expiring on2021-03-19 00:00:00.Now recharge from home with App Click http://bit.ly/GetMVA4,spam,unwanted,0.8937,0.913,novel_lt_0.9,Hello Your Unlimited pack MRP is expiring on2021-02-19 00:00:00.Now recharge from home with App Click http://bit.ly/GetMVA4
"3 days left for 8089XXX424 expiry! Get 1.5GB/day, UL calls,28 days for Rs239 i.airtel.in/Best-offer",spam,unwanted,0.445,0.4194,novel_lt_0.9,"Alert for 8089XXX424 ! Get free access to 1 channel on Airtel Xstream App, 1.5GB/day + Free 500MB/day, UL calls for 28 days at Rs299. i.airtel.in/RechargeNow"
"????????????The table below shows annualized excess return following RSI momentum signals. The figures are based on the quarterly figures, i.e. excess return 66 days (3 months) after the signal was tr",ham,legit,0.1616,0.12,novel_lt_0.9,"If you are not satisfied with your current returns, or you are suffering from serious losses, there may be the following reasons"
Hi Team.,ham,legit,0.5189,1.0,novel_lt_0.9,Hi Team
"Every Click is rewarding when u shop at Pantaloons! Click tlux.in/mkFkj & Get EXTRA Rs750 OFF on your shopping, Use Code: PT750 TC. on shopping of Rs3499",spam,unwanted,0.2817,0.25,novel_lt_0.9,"SALE ALERT! From Sweaters to Sweatshirts to Jackets & more, don't miss out on shopping for winterwear at Pantaloons this SALE. With Up To 60% OFF on apparel & accessories - shop it all at a Pantaloons"
"The E2E I bought at the opening has now gone up, thanks ????????",ham,legit,0.3757,0.2105,novel_lt_0.9,????????????????
Service now ?,ham,unwanted,0.2464,0.5,novel_lt_0.9,Get subscription of Amazon Prime & Disney+ Hotstar + FREE 30 days of new service with Airtel Black. Click i.airtel.in/blackPreDSL
Restarting pc,ham,legit,0.731,0.6667,novel_lt_0.9,Restarting the pc.
Will join later by 2,ham,legit,0.5503,0.3333,novel_lt_0.9,Will join by 10 to 15 mins late
"Hi Jithu, Your Birthday celebration has begun at shoppersstop.com Click bit.ly/SSMarBD Use code HB03 & get Rs. 250 off on shopping of Rs. 1500 TnC",spam,unwanted,0.703,0.6452,novel_lt_0.9,"Hi Jithu, Celebrate your Birthday at shoppersstop.com Click bit.ly/SSLBd Use code HB03 & get Rs.250 off on shopping of Rs.2500. T&C"
"Claim upto Rs.250 Cashback! You are eligible for a cashback on first 5 UPI transactions done via Airtel Thanks App, Tnc apply. Click i.airtel.in/PayAndEarn",spam,unwanted,0.4555,0.3611,novel_lt_0.9,Rs30 CASHBACK awaits you! Avail FLAT Rs.30 cashback on Airtel Thanks App on First 3 UPI transactions. T&C. Click now i.airtel.in/get_Rs30
Importance of communication and projecting oneself,ham,legit,0.1636,0.1538,novel_lt_0.9,"If you have any questions regarding project new opportunity new business or something relevant, plz ask"
I believe you can lead us to victory.,ham,legit,0.3379,0.3,novel_lt_0.9,I believe it will continue to rise
"Entertainment Unlimited! Available at NO EXTRA COST with Vi Entertainment Plus 499 postpaid plan. All the latest movies & shows from Amazon Prime, Disney+ Hotstar Mobile, ZEE5, Voot Select, Lionsgate ",spam,unwanted,0.3779,0.32,novel_lt_0.9,"5 postpaid connections @ just Rs260/line! 300GB data, UL Calls, 3000SMS, Disney+ Hotstar Mobile, Amazon Prime, Zee5 + Voot Select + Hungama + Aaj Tak + Sun NXT on Vi Movies & TV VIP. All this @ just R"
And we are have heavy rain and lightning and wind storm here in our area,ham,legit,0.5059,0.375,novel_lt_0.9,"We are facing heavy rain downpours, thunderclaps and heavy lightning"
"I think Mr.'s approach is very sensible. When the stock market is not doing well, Mr. obviously reduces the frequency of transactions.",ham,legit,0.1648,0.225,novel_lt_0.9,The S&P 500 index is already approaching the all time high it set last month
"Alert!50%: data is consumed. Get 4GB + FREE 2GB (on Airtel Thanks App) at Rs65, valid till current pack. Recharge now i.airtel.in/65-Pack",spam,unwanted,0.9251,0.96,near_dup_ge_0.9,"Alert!50%: data is consumed. Get 4GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) at Rs65, valid till current pack. Recharge now i.airtel.in/65-Pack"
The person you were calling at 15:16 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam,unwanted,0.8714,0.9167,novel_lt_0.9,The person you were calling at 10:30 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt
Today's market is really tense and exciting ????????,ham,legit,0.306,0.2727,novel_lt_0.9,????????
THE BIG BULL starring Abhishek Bachchan dekhiye Disney+ Hotstar VIP par. Vi ke naye 401 recharge pe paiye 1yr Disney+ Hotstar VIP & 100GB data (3GB/day +16GB) + Unlimited Calls; 28days. Click bit.ly/V,spam,unwanted,0.8105,0.6757,novel_lt_0.9,Akshay Kumar ki latest film Laxmii dekhiye Disney+ Hotstar VIP par. Vi ke naye 401 recharge pe paiye 1yr Disney+ Hotstar VIP & 100GB data (3GB/day +16GB) + Unlimited Calls; 28days. Click bit.ly/ViHots
Congratulations! Your smartphone deserves a 5G ready network. Order Airtel prepaid SIM online & get it delivered at home at no extra cost Click i.airtel.in/awj,spam,unwanted,0.4487,0.4375,novel_lt_0.9,Unlimited 5G data + 17 OTTs = Airtel Prepaid SIM! Order your SIM & enjoy home delivery at no extra cost. Click i.airtel.in/getprepaid7
"Team,",ham,legit,0.918,1.0,near_dup_ge_0.9,"Hi Team,"
"Vouchers worth Rs25000 are now yours! To enter the contest, set your Hellotune & stand a chance to be amongst the 3 lucky winners. To know more, click open.wynk.in/rakshabandhan",spam,unwanted,0.2242,0.2105,novel_lt_0.9,Don't miss out on FREE Wynk access. Now listen to latest songs like Kesariya & set your favourite Hellotunes only on Wynk App. Click open.wynk.in/WynkAcqMar22
"Data Alert! 69.29MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",spam,unwanted,0.8849,0.8621,novel_lt_0.9,"Data Alert! 83.59MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack."
Alert!90%: data is consumed. Get 5GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) at just Rs98 | valid till your current pack. Click i.airtel.in/UnlimitedData-1,spam,unwanted,0.866,0.8621,novel_lt_0.9,50% ALERT: data is consumed. Get 5GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) topup at just Rs98 | valid till your current pack i.airtel.in/UnlimitedData-1
"Celebrate the stories you love on Disney+ Day. Watch Jungle Cruise, Shang-Chi, Special Ops 1.5 and many more streaming November 12 on Disney+ Hotstar. Get 1 year Disney+ Hotstar mobile subscription wi",spam,unwanted,0.9733,0.9286,near_dup_ge_0.9,"Celebrate the stories you love on Disney+ Day. Watch Jungle Cruise, Shang-Chi, Special Ops 1.5 and many more, streaming NOW on Disney+ Hotstar. Get 1 year Disney+ Hotstar mobile subscription with Vi''"
"Bharatha Circus is LIVE on Airtel Xstream Play Enjoy access to 20+ OTTs, including Sony LIV, Eros Now, LionsgatePlay, Hoichoi, Chaupal and more. Watch now at No Extra Cost - open.airtelxstream.in/Sony",spam,unwanted,0.773,0.8529,novel_lt_0.9,"SunNxt is LIVE on Airtel Xstream Play Enjoy access to 20+ OTTs, including Sony LIV, Eros Now, LionsgatePlay, hoichoi, Chaupal and more. Watch now at No Extra Cost - open.airtelxstream.in/Sunnxt_Free_3"
Please open a ticket with it support ; what else we can do ?,ham,legit,0.301,0.2,novel_lt_0.9,What to do
????????,ham,legit,0.5671,1.0,novel_lt_0.9,????????
There are many knowledge points that need to be learned slowly,ham,legit,0.4115,0.15,novel_lt_0.9,Learned
Some security issue,ham,legit,0.4067,0.2857,novel_lt_0.9,There is some issue with the wifi
You can see this from the recent employment data which is also the reason for the stock market rebound,ham,legit,0.3152,0.2083,novel_lt_0.9,This stock is rebounding upward in line with the overall market trend
You mean I can remove anyone any time... Wow.... ????,ham,legit,0.3878,0.2727,novel_lt_0.9,Good you realised now.... ??????
"Rs299 recharged! Enjoy Unlimited Calls+4GB/Day+100SMS/Day. Valid for 28 Days. Your Vi-exclusive Night & Weekend Data benefits activated, click bit.ly/Vi-WDR",spam,unwanted,0.5957,0.4848,novel_lt_0.9,"Rs299 recharged! Enjoy Unlimited Calls+4GB/Day+100SMS/Day. Valid for 28 Days.Your 1 yr ZEE5 Premium subscription credited! To activate, click bit.ly/ViZee5Offer"
"Biggest Diwali Offers@ VISHAL Gas Stove 2 Burner(Mrp3599) 54% OFF - Rs1649 ONLY TODAY + FREE-VIP Trolley,Duffle Bag + 7.5% SBI Cashback TnC",spam,unwanted,0.5647,0.5667,novel_lt_0.9,"Biggest Diwali Offers@ VISHAL MEGA MART Cooker 3L(Mrp 1149) 50% OFF-Rs575 ONLY TODAY! + FREE-VIP Trolley,Duffle Bag + 7.5% SBI Cashback TnC"
Thank you for shopping at STYLE UNION store. Your experience matters to us. Please take a moment to leave your feedback. Click http://viewl.ink/Uxlpoxbaa Thank you.,spam,unwanted,0.2355,0.2222,novel_lt_0.9,Thank you KK
"Data Alert! 7.23MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",spam,unwanted,0.9046,0.8621,near_dup_ge_0.9,"Data Alert! 8.73MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack."
The master's predictions about the market in the past two weeks are completely correct. I believe the market may still fall... I will follow your advice and only do short-term trading and low-priced s,ham,legit,0.3266,0.2,novel_lt_0.9,I will follow your advice and trade
"Yes... After last Monday, I feel that investing money has become difficult and confusing",ham,legit,0.3426,0.1739,novel_lt_0.9,Yes...
Joining in 5 mins,ham,legit,0.6863,0.4,novel_lt_0.9,Joining in 5mins
Thank you Keerthi . Wishes to you as well ??,ham,legit,0.481,0.3333,novel_lt_0.9,Thank u keerthi??
"Alert! Your Unlimited pack is expiring on 28/10/21. Recharge with 1)299:4GB/D+UL,28D 2)399:1.5GB/D+UL,56D 3)599:1.5GB/D+UL,84D Click bit.ly/ViRC20",spam,unwanted,0.9826,0.9333,near_dup_ge_0.9,"Alert! Your Unlimited pack is expired on 28/10/21. Recharge with 1)299:4GB/D+UL,28D 2)399:1.5GB/D+UL,56D 3)599:1.5GB/D+UL,84D Click bit.ly/ViRC20"
Don't miss out on Airtel Thanks App benefits with your existing pack/plan at no extra cost! Claim on Airtel Thanks App today i.airtel.in/app_benefits8,spam,unwanted,0.3313,0.4444,novel_lt_0.9,"Don't miss out on FREE rewards on Airtel Thanks App. To claim your rewards, visit i.airtel.in/Thanks rewards"
Joined,ham,legit,0.8499,1.0,novel_lt_0.9,I have joined
"DRUM ROLLS! Announcing Shoppers Stop Exclusive Brand Fest from 2-8 Sept only on shoppersstop.com Click bit.ly/SS_HsH & get Upto 60% OFF on Homeware by IVY, FERN, TREASURES, BACK TO EARTH & more Also g",spam,unwanted,0.3803,0.2857,novel_lt_0.9,"Enjoy Upto 70% OFF on your favourite brands at MEGA BARGAIN DAYS only at shoppersstop.com till 30-Sept 2021 Click bit.ly/SS_mbd to shop Handbags, Footwear & Accessories + use code PVT25K & get 10% OFF"
Can trends be used to make money?,ham,legit,0.4103,0.3077,novel_lt_0.9,But what trends do investors want to make money on?
@349.50 purchase 150 shares,ham,legit,0.2652,0.125,novel_lt_0.9,Purchase completed Thank you for the notification
Now it's working after unlock the pulse,ham,legit,0.5881,0.5,novel_lt_0.9,It's working now
What??s your issue,ham,legit,0.325,0.2222,novel_lt_0.9,Laptop issue
Hi team i will joined by 20mins delay,ham,legit,0.5102,0.4545,novel_lt_0.9,Hi team I will join half hour delay
I will be joining late today by 30 mins,ham,legit,0.6358,0.4615,novel_lt_0.9,Hi Team I will join late by 30 min today .
"This is to inform that, we can still see u guys still available status in AWS. Kindly go offline",ham,legit,0.2696,0.1944,novel_lt_0.9,I will be available in mobile
Need to announce something,ham,legit,0.3123,0.2222,novel_lt_0.9,Message me if want to discuss something.
